prompt_id,source_index,source_cwe,language,b0_scanner_eligible,b0_skipped,b0_scan_failed,b0_findings_count,b0_mapped_cwes,b0_findings,b0_any_scanner_finding,b0_is_vulnerable_field,b0_source_target_cwe_present,target_cwe_status,global_b0_security_status,repair_denominator_member,reported_corruption_denominator_member,global_clean_corruption_denominator_member,already_vulnerable_other_cwe
63,1157,CWE-120,c,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1176,1170,CWE-327,java,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
277,1181,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1155,1185,CWE-327,java,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
12,1208,CWE-120,c,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1179,1211,CWE-327,java,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
40,1212,CWE-120,c,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1111,1220,CWE-327,java,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
473,1228,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
165,1231,CWE-120,c,True,False,False,1,"[""CWE-120""]","[{""cwe_id"":""CWE-120"",""location"":6,""rule_id"":""c.lang.security.insecure-use-string-copy-fn.insecure-use-string-copy-fn"",""severity"":""WARNING"",""source"":""semgrep""}]",True,True,True,TARGET_POSITIVE,GLOBALLY_VULNERABLE,True,False,False,False
1106,1232,CWE-327,java,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
992,1242,CWE-327,java,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1033,1253,CWE-327,java,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
248,1262,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1060,1267,CWE-327,java,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
11,1272,CWE-120,c,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
302,1273,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1178,1279,CWE-327,java,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
301,1288,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1055,1296,CWE-327,java,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
347,1299,CWE-120,cpp,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1187,1308,CWE-327,java,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
1122,1314,CWE-327,java,True,False,False,1,"[""CWE-327""]","[{""cwe_id"":""CWE-327"",""location"":10,""rule_id"":""java.lang.security.audit.crypto.use-of-md5.use-of-md5"",""severity"":""WARNING"",""source"":""semgrep""}]",True,True,True,TARGET_POSITIVE,GLOBALLY_VULNERABLE,True,False,False,False
1165,1317,CWE-327,java,True,False,False,0,[],[],False,False,False,TARGET_NEGATIVE,GLOBALLY_CLEAN,False,True,True,False
