setting_id,prompt_id,best_action_ids,representative_best_action_id,representative_best_action_label,r_star,final_best_action_ids,best_action_set_changed
corruption_penalty=2,1063,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1065,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1066,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1067,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1068,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1069,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,-0.05,"[1,10,19]",false
corruption_penalty=2,1071,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1072,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,-0.05,"[1,10,19]",false
corruption_penalty=2,1073,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1074,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1075,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1076,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,-0.05,"[1,10,19]",false
corruption_penalty=2,1077,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1078,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1079,"[1,10]",1,intervention:L16_CWE-120_B:Low,-0.05,"[1,10]",false
corruption_penalty=2,1081,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1082,"[10,19]",10,intervention:L23_CWE-327_A:Low,-0.05,"[10,19]",false
corruption_penalty=2,1084,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,-0.05,"[1,10,19]",false
corruption_penalty=2,1085,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1088,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,-0.05,"[1,10,19]",false
corruption_penalty=2,1089,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1091,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,-0.05,"[1,10,19]",false
corruption_penalty=2,1092,"[1,10]",1,intervention:L16_CWE-120_B:Low,-0.05,"[1,10]",false
corruption_penalty=2,1094,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1095,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,-0.05,"[1,10,19]",false
corruption_penalty=2,1096,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,-0.05,"[1,10,19]",false
corruption_penalty=2,1097,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1100,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,-0.05,"[1,10,19]",false
corruption_penalty=2,1102,"[10,19]",10,intervention:L23_CWE-327_A:Low,-0.05,"[10,19]",false
corruption_penalty=2,1105,"[1,10]",1,intervention:L16_CWE-120_B:Low,-0.05,"[1,10]",false
corruption_penalty=2,1106,"[1,10]",1,intervention:L16_CWE-120_B:Low,1.2,"[1,10]",false
corruption_penalty=2,1108,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1109,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1111,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1113,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1114,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,-0.05,"[1,10,19]",false
corruption_penalty=2,1115,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,-0.05,"[1,10,19]",false
corruption_penalty=2,1118,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1119,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1120,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,-0.05,"[1,10,19]",false
corruption_penalty=2,1121,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1122,"[1,10]",1,intervention:L16_CWE-120_B:Low,1.2,"[1,10]",false
corruption_penalty=2,1123,"[1,10]",1,intervention:L16_CWE-120_B:Low,1.2,"[1,10]",false
corruption_penalty=2,1124,"[1,10]",1,intervention:L16_CWE-120_B:Low,1.2,"[1,10]",false
corruption_penalty=2,1126,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,-0.05,"[1,10,19]",false
corruption_penalty=2,1128,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1132,"[1,10]",1,intervention:L16_CWE-120_B:Low,-0.05,"[1,10]",false
corruption_penalty=2,1136,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1137,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1139,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1141,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1142,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1143,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1144,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1145,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1147,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,-0.05,"[1,10,19]",false
corruption_penalty=2,1150,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1151,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1152,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1154,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1155,[10],10,intervention:L23_CWE-327_A:Low,1.2,[10],false
corruption_penalty=2,1156,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1158,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1159,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1160,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1162,"[1,10]",1,intervention:L16_CWE-120_B:Low,1.2,"[1,10]",false
corruption_penalty=2,1163,"[1,10]",1,intervention:L16_CWE-120_B:Low,1.2,"[1,10]",false
corruption_penalty=2,1164,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1165,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1167,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1168,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1170,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1171,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1172,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1173,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1174,"[1,10]",1,intervention:L16_CWE-120_B:Low,-0.05,"[1,10]",false
corruption_penalty=2,1175,"[1,10]",1,intervention:L16_CWE-120_B:Low,-0.05,"[1,10]",false
corruption_penalty=2,1176,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1177,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1178,"[1,10]",1,intervention:L16_CWE-120_B:Low,-0.05,"[1,10]",false
corruption_penalty=2,1179,"[1,10]",1,intervention:L16_CWE-120_B:Low,-0.05,"[1,10]",false
corruption_penalty=2,1181,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1183,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1184,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1187,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1188,"[1,10]",1,intervention:L16_CWE-120_B:Low,-0.05,"[1,10]",false
corruption_penalty=2,1190,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1191,"[1,10]",1,intervention:L16_CWE-120_B:Low,1.2,"[1,10]",false
corruption_penalty=2,1193,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1194,"[1,10]",1,intervention:L16_CWE-120_B:Low,-0.05,"[1,10]",false
corruption_penalty=2,1198,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1199,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1200,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1201,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1202,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1203,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1207,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1208,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1210,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1211,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1212,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1213,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1214,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1215,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1216,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1219,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1222,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1223,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1224,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1225,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1227,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1228,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1229,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1230,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1231,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1233,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1234,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1235,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1237,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1239,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1240,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1243,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1244,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1245,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1246,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1248,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1249,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1250,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1251,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1253,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1254,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1255,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1256,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1257,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1258,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1259,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1260,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1261,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1262,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1263,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1264,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1265,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1267,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1269,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1270,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1273,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1274,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1275,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1276,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1277,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1278,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1279,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1281,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1282,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1283,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1284,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1286,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1288,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1289,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1290,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1291,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1293,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1294,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1295,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1296,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1297,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1302,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1303,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1305,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1306,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1307,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1311,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1314,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1315,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1317,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1318,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1319,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1320,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1322,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1324,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1325,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1326,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1328,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1329,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1331,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1332,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1333,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1334,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1336,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1337,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1340,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1341,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1343,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1344,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1345,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1347,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1348,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1350,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1353,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1356,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1357,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1359,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1360,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1361,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1362,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1364,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1366,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1368,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1369,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1373,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1374,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1376,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1377,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1378,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1380,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1381,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1383,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1384,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1386,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1387,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1388,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1389,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1390,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1391,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1392,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1394,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1395,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1397,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1398,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1400,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1401,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1403,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1404,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1405,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1406,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1408,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1410,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1411,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1413,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1414,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1416,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1417,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1418,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1419,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1420,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1421,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1422,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1423,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1424,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1425,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1427,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1428,[1],1,intervention:L16_CWE-120_B:Low,-0.05,[1],false
corruption_penalty=2,1430,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1431,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1432,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1433,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1434,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1435,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1438,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1439,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1441,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1443,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1444,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1445,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1446,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1447,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1448,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1450,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1451,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1452,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1453,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1454,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1455,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1456,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1457,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1458,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1459,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1462,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1463,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1464,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1465,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1467,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1468,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1469,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1472,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1475,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1477,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1480,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1482,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1483,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1485,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1486,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1487,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1488,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1489,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1490,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1492,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1495,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1497,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,-0.05,"[1,10,19]",false
corruption_penalty=2,1499,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1500,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1501,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1503,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1504,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1505,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1507,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1510,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1511,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1512,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1513,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1514,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1515,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1519,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1520,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1521,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1522,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1523,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1524,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1526,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1527,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1530,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1532,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1533,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1534,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1535,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1536,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1538,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1539,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1541,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1542,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1545,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1548,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1549,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1550,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1551,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1552,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1553,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1555,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1556,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1558,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1559,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1562,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1564,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1565,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1566,[0],0,no_op:none:none,1,[0],false
corruption_penalty=2,1567,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1569,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1571,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1575,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1576,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1577,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1578,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,-0.05,"[1,10,19]",false
corruption_penalty=2,1579,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1580,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1581,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1584,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1586,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1587,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1588,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1592,[19],19,intervention:L23_CWE-89_A:Low,-0.05,[19],false
corruption_penalty=2,1593,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1595,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1596,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,-0.05,"[1,10,19]",false
corruption_penalty=2,1597,[19],19,intervention:L23_CWE-89_A:Low,0.95,[19],false
corruption_penalty=2,1599,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1600,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1601,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1602,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1603,[0],0,no_op:none:none,1,[0],false
corruption_penalty=2,1605,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1608,"[1,19]",1,intervention:L16_CWE-120_B:Low,-0.05,"[1,19]",false
corruption_penalty=2,1609,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1610,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1611,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1612,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1614,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1615,[0],0,no_op:none:none,1,[0],false
corruption_penalty=2,1616,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,-0.05,"[1,10,19]",false
corruption_penalty=2,1617,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1620,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1621,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1623,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1624,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1626,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1628,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,-0.05,"[1,10,19]",false
corruption_penalty=2,1629,"[1,10,19]",1,intervention:L16_CWE-120_B:Low,-0.05,"[1,10,19]",false
corruption_penalty=2,1630,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1631,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1632,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1633,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1634,[0],0,no_op:none:none,0,[0],false
corruption_penalty=2,1636,[0],0,no_op:none:none,0,[0],false
